"","X.1","Unnamed..0","X","Date","Year","Time","Location","Operator","Route","AC.Type","Manufacturer","Registration","cn.ln","Aboard","Aboard.Passangers","Aboard.Crew","Fatalities","Fatalities.Passangers","Fatalities.Crew","Ground","Summary","Coordinates","Latitude","Longitude","Country","Country.coordinates","Location_Status"
"193",646,733,740,"09/18/1944",1944,"07-08","Alaska","U. S. Air Force","Elmindorf AFB, Anchorage - Ladd Field, Fairbanks","Douglas C-47A-90-DL","Douglas","43-15738","20204",19,16,3,19,16,3,0,"Struck the side of a mountain while in full flight. Cause unknown but weather conditions suspected.","(64.724809, -153.629618)",64.6572570082377,-155.034590795363,"United States","United States","correct location"
"194",648,735,742,"09/27/1944",1944,"20-21","Dijon, France","Deutsche Lufthansa","Stuttgart - Barcelona","Focke-Wulf FW 200","Other","D-AMHL","200021",9,5,4,9,5,4,0,"Missing on a flight from France to Spain. Shot down by an American Bristol Beau allied night fighter.","(47.317743, 5.037793)",45.494134683969,2.08425777753623,"France","France","correct location"
"195",652,739,746,"10/11/1944",1944,"07-08","Sydney, Australia","Qantas","Sydney - Townsville","Short S.23 Empire Flying Boat","Short","VH-ABB","S-877",29,22,7,1,1,0,0,"While landing on the water the plane broke up and sank. One passenger drowned.","(-33.868633, 151.209421)",-34.1218001448923,149.373350226092,"Australia","Australia","correct location"
"196",653,740,747,"10/16/1944",1944,"20-21","Telemark, Norway","Deutsche Lufthansa","Frankfurt - Berlin - Hamburg - Copenhagen - Oslo","Junkers JU-52/3m","Junkers","D-ADQV","640608",15,12,3,15,12,3,0,"Crashed into Mt Skorvefjell in poor weather conditions.","(59.546564, 8.536491)",59.9083160406437,4.55023482866252,"Norway","Norway","correct location"
"197",655,742,749,"10/18/1944",1944,"15-16","Birkenhead, England","Military - U.S. Army Air Forces","Liverpool - New York","Consolidated B24H","Consolidated","42-50347","",24,19,5,24,19,5,0,"Broke-up in flight either due to an explosion or catastrophic structural failure of the aircraft.","(53.390673, -3.0257)",52.9943264733392,-3.94327002426303,"United Kingdom","United Kingdom","correct location"
"198",656,743,750,"11/04/1944",1944,"17-18","Hanford, California","Trans Continental and Western Air","San Francisco - New York City","Douglas DC-3","Douglas","NC28310","2251",24,21,3,24,21,3,0,"The wing separated from the aircraft after entering a thunderstorm and encountering severe turbulence. The failure of the airplane's structure as a result of severe turbulence, an important contributing cause was the fact that the airplane was undoubtedly in an abnormal attitude of flight,  i.e., inverted, at the instant of structural failure. The cause of the airplane becoming inverted was not determined.","(36.326253, -119.654286)",35.7020608473498,-118.356227188049,"United States","United States","correct location"
"199",658,746,754,"11/19/1944",1944,"15-16","Lewes, England","Military - U.S. Army Air Forces","Chateaudun - Greenham Common","Douglas C-47A-DL","Douglas","43-15046","19512",30,25,5,25,20,5,0,"Flying in low overcast, the aircraft struck a hill, exploded and burned.","(50.874237, 0.009374)",52.2799133622125,-0.935195795572554,"United Kingdom","United Kingdom","correct location"
"200",661,749,757,"11/29/1944",1944,"10-11","Falsterbo, Sweden","Deutsche Lufthansa","Stockholm, Sweden - Berlin Germany","Focke-Wulf FW 200","Other","D-ARHW","2994",10,6,4,10,6,4,0,"Shot down by a German patrol boat.","(57.65, 16.38333)",58.0343941855358,19.844678551273,"Sweden","Sweden","correct location"
"201",663,751,759,"12/01/1944",1944,"00-01","Van Nuys, California","Trans Continental and Western Air","San Francisco - Burbank - New York City","Douglas DC-3","Douglas","NC17322","1965",17,14,3,9,6,3,0,"The plane crashed and burned 6.5 miles west northwest of the Bubank Airport in dense fog. The pilot's deviation from the standard instrument approach procedure and descent below the established safe minimum altitude. A contributing factor was the company's failure to enforce adherence to company procedures.","(39.96005, -85.35386)",40.6284138829603,-83.3393200277839,"United States","United States","correct location"
"202",665,753,761,"12/07/1944",1944,"15-16","Orlivka, Ukraine","Aeroflot","Chisinau - Kiev - Moscow","Lisunov LI-2","GAZ","CCCP-L4161","1849106",16,11,5,16,11,5,0,"Crashed in a revine in fog. Wrong decision on part of the crew to reduce their altitude and flying in minima weather conditions.","(45.324013, 28.450505)",45.2555566209606,28.449489286628,"Ukraine","Ukraine","correct location"
"203",669,757,765,"01/10/1945",1945,"04-05","Burbank, California","American Airlines","New York City - Juarez, Mexico - Burbank","Douglas DC-3","Douglas","NC25684","2215",24,21,3,24,21,3,0,"The aircraft, lost in fog, crashed into the Verdugo Mountains,  while attempting to reach Palmdale Airport, its alternate landing site, after being unable to land at Burbank Airport. The company ground personnel failed to obtain and transmit important weather to the pilot. Improperly executed missed approach by the pilot. Actress Donna Reed was returning from Juarez where she obtained a divorce from her husband but was bumped from the flight just prior to takeoff  to make room for a military officer holding a wartime-travel priority pass.","(34.185797, -118.322584)",32.8050777029793,-119.447394626722,"United States","United States","correct location"
"204",673,761,769,"01/31/1945",1945,"08-09","Redesdale, Australia","Australian National Airways","Melbourne - Kerang - Mildura - Broken Hill","Stinson Model A","Stinson","VH-UYY","9130",10,8,2,10,8,2,0,"Crashed while en route from Melbourne to Broken Hill. Believed caused by metal fatigue in the outer port wing which broke off during severe turbulence.","(-37.010534, 144.485259)",-36.4256535873765,146.669079771795,"Australia","Australia","correct location"
"205",674,762,770,"02/02/1945",1945,"10-11","Montieri, Italy","Military - U.S. Army Air Forces","Florence - Rome","Douglas C-47-DL","Douglas","41-18603","4728",26,22,4,23,21,2,0,"Crashed into a mountain after encountering a fog bank and not climbing in sufficient time to avoid the terrain.","(43.130069, 11.016361)",42.4996679263582,13.7682532513828,"Italy","Italy","correct location"
"206",675,764,772,"02/13/1945",1945,"06-07","Oakland, California","Military - U.S. Navy","","Douglas R4D-6","Douglas","50765","14848/26293",24,21,3,24,21,3,0,"Crashed into San Francisco bay shortly after taking off. The right wing struck to water as the plane made a wide turn. Malfunction of the gyro.","(37.785199, -122.197811)",38.3138318060516,-122.332479826738,"United States","United States","correct location"
"207",679,768,776,"02/23/1945",1945,"02-03","Marion, Virginia","American Airlines","New York City - Los Angeles","Douglas DC-3","Douglas","NC18142","2138",22,19,3,17,15,2,0,"The aircraft flew into the summit of Glade mountain at 3,900 ft., in heavy rain and turbulence  while en route. The pilot's failure to properly  plan the flight and remain at a safe instrument altitude under existing conditions. A contributing cause of the accident was the company's laxity in dispatching and supervising the flight.","(42.038329, -91.593514)",42.8793267618718,-90.0749163008383,"United States","United States","correct location"
"208",682,771,779,"04/14/1945",1945,"16-17","Morgantown, West Virginia","Pennsylvania Central Airlines","Pittsburgh - Morgantown","Douglas DC-3","Douglas","NC25692","2262",20,17,3,20,17,3,0,"The aircraft crashed against the slope of Cheat Mountain at 2,100 ft., 7 miles east northeast of Morgantown. The action of the pilot in continuing flight over mountainous terrain under instrument conditions, below the minimum authorized instrument altitude.","(39.631574, -79.947798)",38.4246560072012,-81.4502019240513,"United States","United States","correct location"
"209",683,772,780,"04/19/1945",1945,"05-06","Perth, Australia","Military - U.S. Navy","Perth - Adelaide","Douglas DC-3","Douglas","39067"," 10017",13,11,2,13,11,2,0,"Failed to gain altitude while taking off. The transport crashed into a hillside as it took off in heavy fog at Guildford Airport.","(-31.960773, 115.834088)",-30.9507622038286,115.422649446765,"Australia","Australia","correct location"
"210",684,773,781,"04/20/1945",1945,"06-07","Sweetwater, Texas","Military - U.S. Army Air Forces","Midland, TX - Nashville, TN","Douglas C-47-DL","Douglas","41-18451","4513",25,22,3,25,22,3,0,"Broke-up after entering an area of thunderstorms. Initial structural failure involved the elevator followed by the entire aircraft.","(25.789096, -80.377181)",27.231276480715,-83.1836868868259,"United States","United States","correct location"
"211",686,775,783,"04/21/1945",1945,"22-23","Piesenkofen, Germany","Deutsche Lufthansa","Berlin - Munich","Focke-Wulf FW 200","Other","D-ASHH","",21,16,5,21,16,5,0,"Shot down by Allied forces 50 miles from its destination.","(48.96168, 12.14993)",48.5885234083565,12.5174513387427,"Germany","Germany","correct location"
"212",691,780,788,"05/09/1945",1945,"01-02","Roye, France","Military -Royal Air Force","England - Brussels","Avro Lancaster","Avro","RF230","",31,25,6,31,25,6,0,"The aircraft went in to a spin and crashed in a wooded area and caught fire.","(49.697541, 2.7924)",50.5570739557892,4.55311325134667,"France","France","correct location"
"213",695,785,793,"06/25/1945",1945,"07-08","Swanage, England","Military -Royal Air Force","","Consolidated LB-30A Liberator","Consolidated","JT985","",27,NA,NA,27,NA,NA,0,"Crashed and burned on a hillside after experiencing engine failure.","(50.610991, -1.95601)",52.659731618278,-4.37800120062224,"United Kingdom","United Kingdom","correct location"
"214",701,791,799,"07/28/1945",1945,"09-10","New York, New York","Military - U.S. Army Air Forces","Bedford - New York","North American B-25D bomber","Other","43-0577","87-8742",3,1,2,3,1,2,11,"A U.S. Army Air Force plane crashed into the 79th floor of the Empire State Building in heavy fog.  Lt. Col. William Franklin Smith Jr., the pilot, became disoriented while trying to land at Newark Airport.  Lt. Smith was told he had a 3 hour wait to land at Newark. Impatient to get his plane on the ground, he falsely declared he had official business at La Guardia Airport with the intention of diverting to Newark as soon as he was cleared. The 12 ton plane smashed a 20 ft. hole in the building. Fuel from the ruptured gas tanks poured out and set two floors ablaze killing 10 people. One engine exited the south side of the building and plunged into a penthouse below.  The second engine entered an elevator shaft and severed the cables plunging the car and the elevator operator 1,000 feet into a sub basement. Despite suffering a broken back, pelvis and legs, she survived.","(40.68295, -73.9708)",40.6380072502886,-75.4479825506274,"United States","United States","correct location"
"215",702,792,800,"08/01/1945",1945,"09-10","San Luis Potosi, Mexico","Lineas Aereas Mineras","Mexico City - Nogales","Boeing 247D","Boeing","XA-DUY","1723",12,9,3,12,9,3,0,"Crashed into mountainous terrain after encountering engine failure..","(22.14266, -100.983018)",21.0016131524376,-104.872793818238,"Mexico","Mexico","correct location"
"216",706,797,805,"09/15/1945",1945,"00-01","Kansas, Missouri","Military - U.S. Army Air Forces","","Douglas C-47B-DK","Douglas","45-1011","34277",24,21,3,23,20,3,0,"Failed to gain altitude while taking off, struck trees, lost both wings, exploded and burned. Engine failure.","(38.500327, -98.380429)",39.6853288600715,-98.5879620341939,"United States","United States","correct location"
"217",708,800,808,"10/05/1945",1945,"01-02","Lakeland, Florida","National Airlines","Miami - Jacksonville","Lockheed 18 Lodestar","Lockheed","NC18199","2265",15,12,3,2,2,0,0,"Crashed into a lake while attempting to execute a missed approach. The faulty execution of a missed approach procedure resulting in settling of the aircraft into a water area beyond the landing runway.","(28.071323, -81.945678)",27.2591666561137,-80.5319285699881,"United States","United States","correct location"
"218",709,801,809,"10/05/1945",1945,"12-13","Elvetham, England","Military -Royal Air Force","England - Prague","Consolidated LB-40-A Liberator","Consolidated","","",23,18,5,23,18,5,0,"Cashed and burned shortly after takeoff after experiencing an engine fire in the No. 2 engine.","(51.296953, -0.863585)",52.3938300280087,-2.98467895608286,"United Kingdom","United Kingdom","correct location"
"219",710,802,810,"10/07/1945",1945,"00-01","Rennes, France","Military - Royal Air Force","London - Cairo","Short Stirling IV","Short","LJ668","",26,20,6,26,20,6,0,"Lost altitude while in a turn and attempting to land and crashed and burned short of the runway.","(48.110805, -1.665857)",49.2738648488854,-2.34133631892096,"France","France","correct location"
"220",711,803,811,"10/13/1945",1945,"20-21","Melsbroek, Belgium","Military -Royal Air Force","London - Brussels - New Delhi","Consolidated LB-30-A Liberator","Consolidated","KL595","",31,25,6,31,25,6,0,"The aircraft failed to gain speed or altitude and struck a hill at the end of the runway.","(50.91559, 4.47985)",51.0905851083279,3.88075415397859,"Belgium","Belgium","correct location"
